Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature,Earliest_bound,Latest_bound,CodeAnnotation,LOC,FWBelongLevel,NeedsLocalConstructor
example.imagetaskgang.Options.parseArgs(String argv[]),4,Method,example.imagetaskgang,Options,parseArgs(String argv[]),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Options.parseArgs(String argv[]); BttF says since it calls fprivate example.imagetaskgang.Options.mPathname THEN it also belongs to PLUGIN   ,,public ,parseArgs(String[]),PLUGIN,PLUGIN,null,22,2,false
example.imagetaskgang.Options.printUsage(),4,Method,example.imagetaskgang,Options,printUsage(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.Options.printUsage(); BttF says it's a child of example.imagetaskgang.Options THEN it also is fprivate of PLUGIN   ,,public ,printUsage(),PLUGIN,PLUGIN,null,15,2,false
example.imagetaskgang.Options.Options(),5,Constructor,example.imagetaskgang,Options,Options(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.Options.Options(); BttF says it's a child of example.imagetaskgang.Options THEN it also is fprivate of PLUGIN   ,,private ,Options(),PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.ResultsActivity,2,Class,example.imagetaskgang,ResultsActivity,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,118,2,false
example.imagetaskgang.ResultsActivity.mFilterNames,3,Field,example.imagetaskgang,ResultsActivity,mFilterNames,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.mFilterNames belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.ResultsActivity.mLayout,3,Field,example.imagetaskgang,ResultsActivity,mLayout,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.mLayout belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.ResultsActivity.mColWidth,3,Field,example.imagetaskgang,ResultsActivity,mColWidth,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.mColWidth belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ResultsActivity.mNumCols,3,Field,example.imagetaskgang,ResultsActivity,mNumCols,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.mNumCols belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ResultsActivity.COL_WIDTH,3,Field,example.imagetaskgang,ResultsActivity,COL_WIDTH,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.COL_WIDTH belongs to PLUGIN because it's the only feature in bounds.   ,,private final ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ResultsActivity.imageAdapter,3,Field,example.imagetaskgang,ResultsActivity,imageAdapter,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.imageAdapter belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter,2,Class,example.imagetaskgang.ResultsActivity,ImageAdapter,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,19,2,false
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),4,Method,example.imagetaskgang,ResultsActivity,onCreate(Bundle savedInstanceState),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState); BttF says since it calls fprivate example.imagetaskgang.MainActivity.FILTER_EXTRA THEN it also belongs to PLUGIN   ,,protected ,onCreate(Bundle),FRAMEWORK,PLUGIN,@Override,31,2,false
example.imagetaskgang.R,2,Class,example.imagetaskgang,R,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public final ,,FRAMEWORK,PLUGIN,null,66,2,false
example.imagetaskgang.R.layout,2,Class,example.imagetaskgang.R,layout,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public final static ,,FRAMEWORK,PLUGIN,null,7,2,false
example.imagetaskgang.R.layout.activity_result,3,Field,example.imagetaskgang.R,layout,activity_result,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.R.layout.activity_result belongs to PLUGIN because it's the only feature in bounds.   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.R.id,2,Class,example.imagetaskgang.R,id,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public final static ,,FRAMEWORK,PLUGIN,null,14,2,false
example.imagetaskgang.R.id.buttonList,3,Field,example.imagetaskgang.R,id,buttonList,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.R.id.buttonList belongs to PLUGIN because it's the only feature in bounds.   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.R.id.imageGrid,3,Field,example.imagetaskgang.R,id,imageGrid,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.R.id.imageGrid belongs to PLUGIN because it's the only feature in bounds.   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.MainActivity,2,Class,example.imagetaskgang,MainActivity,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,28,2,false
example.imagetaskgang.MainActivity.FILTER_EXTRA,3,Field,example.imagetaskgang,MainActivity,FILTER_EXTRA,PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.MainActivity.FILTER_EXTRA; BttF says it's a child of example.imagetaskgang.MainActivity THEN it also is fprivate of PLUGIN   ,,final static ,,PLUGIN,PLUGIN,null,6,2,false
example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid),4,Method,example.imagetaskgang,ResultsActivity,configureGridView(GridView imageGrid),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid) belongs to PLUGIN because it's the only feature in bounds.   ,,private ,configureGridView(GridView),PLUGIN,PLUGIN,null,18,2,false
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),4,Method,example.imagetaskgang,ResultsActivity,addResultButton(String filterName),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.addResultButton(String filterName) belongs to PLUGIN because it's the only feature in bounds.   ,,private ,addResultButton(String),PLUGIN,PLUGIN,@SuppressLint("InflateParams"),38,2,false
example.imagetaskgang.R.layout.result_button,3,Field,example.imagetaskgang.R,layout,result_button,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.R.layout.result_button belongs to PLUGIN because it's the only feature in bounds.   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.PlatformStrategy,2,Class,example.imagetaskgang,PlatformStrategy,,PLUGIN,FALSE,FALSE,,FALSE,FALSE,,,public abstract ,,FRAMEWORK,PLUGIN,null,120,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.mContext,3,Field,example.imagetaskgang.ResultsActivity,ImageAdapter,mContext,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.mContext belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.mPadding,3,Field,example.imagetaskgang.ResultsActivity,ImageAdapter,mPadding,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.mPadding belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps,3,Field,example.imagetaskgang.ResultsActivity,ImageAdapter,mBitmaps,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps belongs to PLUGIN because it's the only feature in bounds.   ,,private ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.ImageAdapter(Context c),5,Constructor,example.imagetaskgang.ResultsActivity,ImageAdapter,ImageAdapter(Context c),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.ImageAdapter(Context c) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,ImageAdapter(Context),PLUGIN,PLUGIN,null,7,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.getCount(),4,Method,example.imagetaskgang.ResultsActivity,ImageAdapter,getCount(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.getCount() belongs to PLUGIN because it's the only feature in bounds.   ,,public ,getCount(),PLUGIN,PLUGIN,@Override,8,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.getItem(int position),4,Method,example.imagetaskgang.ResultsActivity,ImageAdapter,getItem(int position),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.getItem(int position) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,getItem(int),PLUGIN,PLUGIN,@Override,8,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.getItemId(int position),4,Method,example.imagetaskgang.ResultsActivity,ImageAdapter,getItemId(int position),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.getItemId(int position) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,getItemId(int),PLUGIN,PLUGIN,@Override,10,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),4,Method,example.imagetaskgang.ResultsActivity,ImageAdapter,getView(int position; View convertView; ViewGroup parent),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,getView(int; View; ViewGroup),PLUGIN,PLUGIN,@Override,24,2,false
example.imagetaskgang.ResultsActivity.ImageAdapter.setBitmaps(String filterPath),4,Method,example.imagetaskgang.ResultsActivity,ImageAdapter,setBitmaps(String filterPath),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ResultsActivity.ImageAdapter.setBitmaps(String filterPath) belongs to PLUGIN because it's the only feature in bounds.   ,,private ,setBitmaps(String),PLUGIN,PLUGIN,null,16,2,false
example.imagetaskgang.FilterDecorator,2,Class,example.imagetaskgang,FilterDecorator,,FRAMEWORK,FALSE,TRUE,,FALSE,FALSE,example.imagetaskgang.FilterDecorator; BttF says a method of a non-terminal class references it example.imagetaskgang.FilterDecorator THEN it also has to belong to FRAMEWORK   ,,public abstract ,,FRAMEWORK,PLUGIN,null,17,1,false
example.imagetaskgang.Filter,2,Class,example.imagetaskgang,Filter,,FRAMEWORK,FALSE,TRUE,,FALSE,FALSE,example.imagetaskgang.Filter belongs to FRAMEWORK because it's the only feature in bounds.   example.imagetaskgang.Filter; BttF says a method of a non-terminal class references it example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   example.imagetaskgang.Filter; BttF says a method of a non-terminal class references it example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   ,,public abstract ,,FRAMEWORK,FRAMEWORK,null,65,1,false
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),4,Method,example.imagetaskgang,FilterDecorator,applyFilter(ImageEntity imageEntity),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity); BttF says it's a member of non-terminal class example.imagetaskgang.FilterDecorator THEN it also has to belong to FRAMEWORK   ,,protected ,applyFilter(ImageEntity),FRAMEWORK,PLUGIN,@Override,9,1,false
example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity),4,Method,example.imagetaskgang,Filter,applyFilter(ImageEntity imageEntity),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity); BttF says it's a member of non-terminal class example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity); BttF says a method of a non-terminal class references it example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity) THEN it also has to belong to FRAMEWORK   example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity); BttF says a method of a non-terminal class references it example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity) THEN it also has to belong to FRAMEWORK   ,,protected abstract ,applyFilter(ImageEntity),FRAMEWORK,FRAMEWORK,null,5,1,false
example.imagetaskgang.FilterDecorator.mFilter,3,Field,example.imagetaskgang,FilterDecorator,mFilter,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.FilterDecorator.mFilter; BttF says it's a member of non-terminal class example.imagetaskgang.FilterDecorator THEN it also has to belong to FRAMEWORK   example.imagetaskgang.FilterDecorator.mFilter; BttF says a method of a non-terminal class references it example.imagetaskgang.FilterDecorator.mFilter THEN it also has to belong to FRAMEWORK   ,,protected ,,FRAMEWORK,FRAMEWORK,null,4,1,false
example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter),5,Constructor,example.imagetaskgang,FilterDecorator,FilterDecorator(Filter filter),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter); BttF says it's a member of non-terminal class example.imagetaskgang.FilterDecorator THEN it also has to belong to FRAMEWORK   ,,public ,FilterDecorator(Filter),FRAMEWORK,PLUGIN,null,8,1,false
example.imagetaskgang.Filter.getName(),4,Method,example.imagetaskgang,Filter,getName(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Filter.getName(); BttF says it's a member of non-terminal class example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   example.imagetaskgang.Filter.getName(); BttF says a method of a non-terminal class references it example.imagetaskgang.Filter.getName() THEN it also has to belong to FRAMEWORK   ,,public ,getName(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity),4,Method,example.imagetaskgang,FilterDecorator,decorate(ImageEntity imageEntity),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity); BttF says it's a member of non-terminal class example.imagetaskgang.FilterDecorator THEN it also has to belong to FRAMEWORK   example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity); BttF says a method of a non-terminal class references it example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity) THEN it also has to belong to FRAMEWORK   ,,protected abstract ,decorate(ImageEntity),FRAMEWORK,FRAMEWORK,null,5,1,false
example.imagetaskgang.ImageEntity,2,Class,example.imagetaskgang,ImageEntity,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ImageEntity; BttF says a method of a non-terminal class references it example.imagetaskgang.ImageEntity THEN it also has to belong to FRAMEWORK   example.imagetaskgang.ImageEntity belongs to FRAMEWORK because it's the only feature in bounds.   example.imagetaskgang.ImageEntity; BttF says a method of a non-terminal class references it example.imagetaskgang.ImageEntity THEN it also has to belong to FRAMEWORK   ,,public ,,FRAMEWORK,FRAMEWORK,null,141,3,false
example.imagetaskgang.Filter.filter(ImageEntity imageEntity),4,Method,example.imagetaskgang,Filter,filter(ImageEntity imageEntity),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Filter.filter(ImageEntity imageEntity); BttF says it's a member of non-terminal class example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   example.imagetaskgang.Filter.filter(ImageEntity imageEntity); BttF says a method of a non-terminal class references it example.imagetaskgang.Filter.filter(ImageEntity imageEntity) THEN it also has to belong to FRAMEWORK   ,,public ,filter(ImageEntity),FRAMEWORK,PLUGIN,null,12,1,false
example.imagetaskgang.Image,2,Class,example.imagetaskgang,Image,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Image belongs to FRAMEWORK because it's the only feature in bounds.   ,,,,FRAMEWORK,FRAMEWORK,null,9,1,false
example.imagetaskgang.NullFilter,2,Class,example.imagetaskgang,NullFilter,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,17,2,false
example.imagetaskgang.NullFilter.NullFilter(),5,Constructor,example.imagetaskgang,NullFilter,NullFilter(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.NullFilter.NullFilter(); BttF says it's a child of example.imagetaskgang.NullFilter THEN it also is fprivate of PLUGIN   ,,public ,NullFilter(),PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.Filter.Filter(),5,Constructor,example.imagetaskgang,Filter,Filter(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Filter.Filter(); BttF says it's a member of non-terminal class example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   ,,public ,Filter(),FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.NullFilter.NullFilter(String name),5,Constructor,example.imagetaskgang,NullFilter,NullFilter(String name),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.NullFilter.NullFilter(String name); BttF says it's a child of example.imagetaskgang.NullFilter THEN it also is fprivate of PLUGIN   ,,public ,NullFilter(String),PLUGIN,PLUGIN,null,7,2,false
example.imagetaskgang.Filter.Filter(String filterName),5,Constructor,example.imagetaskgang,Filter,Filter(String filterName),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.Filter.Filter(String filterName); BttF says it's a member of non-terminal class example.imagetaskgang.Filter THEN it also has to belong to FRAMEWORK   ,,public ,Filter(String),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity),4,Method,example.imagetaskgang,NullFilter,applyFilter(ImageEntity imageEntity),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity); BttF says it's a child of example.imagetaskgang.NullFilter THEN it also is fprivate of PLUGIN   ,,protected ,applyFilter(ImageEntity),PLUGIN,PLUGIN,@Override,9,2,false
example.imagetaskgang.OutputFilterDecorator,2,Class,example.imagetaskgang,OutputFilterDecorator,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,17,2,false
example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter),5,Constructor,example.imagetaskgang,OutputFilterDecorator,OutputFilterDecorator(Filter filter),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter); BttF says it's a child of example.imagetaskgang.OutputFilterDecorator THEN it also is fprivate of PLUGIN   ,,public ,OutputFilterDecorator(Filter),PLUGIN,PLUGIN,null,9,2,false
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),4,Method,example.imagetaskgang,OutputFilterDecorator,decorate(ImageEntity imageEntity),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity); BttF says it's a child of example.imagetaskgang.OutputFilterDecorator THEN it also is fprivate of PLUGIN   ,,protected ,decorate(ImageEntity),PLUGIN,PLUGIN,@SuppressLint("NewApi")@Override,40,2,false
example.imagetaskgang.PlatformStrategy.getDirectoryPath(),4,Method,example.imagetaskgang,PlatformStrategy,getDirectoryPath(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.getDirectoryPath(); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public abstract ,getDirectoryPath(),PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.PlatformStrategy.instance(),4,Method,example.imagetaskgang,PlatformStrategy,instance(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.instance(); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public static ,instance(),PLUGIN,PLUGIN,null,6,2,false
example.imagetaskgang.ImageEntity.getFileName(),4,Method,example.imagetaskgang,ImageEntity,getFileName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getFileName(),FRAMEWORK,PLUGIN,null,8,1,false
example.imagetaskgang.PlatformStrategy.storeImage(Image image; FileOutputStream outputFile),4,Method,example.imagetaskgang,PlatformStrategy,storeImage(Image image; FileOutputStream outputFile),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.storeImage(Image image; FileOutputStream outputFile); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public abstract ,storeImage(Image; FileOutputStream),PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.ImageEntity.getImage(),4,Method,example.imagetaskgang,ImageEntity,getImage(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getImage(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang,2,Class,example.imagetaskgang,TaskGang,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,,FRAMEWORK,PLUGIN,null,29,1,false
example.imagetaskgang.TaskGang.mInput,3,Field,example.imagetaskgang,TaskGang,mInput,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,5,1,false
example.imagetaskgang.TaskGang.mExecutor,3,Field,example.imagetaskgang,TaskGang,mExecutor,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.TaskGang.mCurrentCycle,3,Field,example.imagetaskgang,TaskGang,mCurrentCycle,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.TaskGang.getInput(),4,Method,example.imagetaskgang,TaskGang,getInput(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getInput(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang<E>,2,Class,example.imagetaskgang,TaskGang<E>,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,,FRAMEWORK,PLUGIN,null,0,1,false
example.imagetaskgang.TaskGang<E>.mInput,3,Field,example.imagetaskgang,TaskGang<E>,mInput,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,0,1,false
example.imagetaskgang.TaskGang.setInput(List<E> input),4,Method,example.imagetaskgang,TaskGang,setInput(List<E> input),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,setInput(List<E>),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang.setExecutor(Executor executor),4,Method,example.imagetaskgang,TaskGang,setExecutor(Executor executor),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,setExecutor(Executor),FRAMEWORK,PLUGIN,null,6,1,false
