Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature,Earliest_bound,Latest_bound,CodeAnnotation,LOC,FWBelongLevel,NeedsLocalConstructor
com.example.expressiontree.LevelOrderIterator.remove(),4,Method,com.example.expressiontree,LevelOrderIterator,remove(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,remove(),FRAMEWORK,PLUGIN,null,4,1,false
com.example.expressiontree.LeafNode,2,Class,com.example.expressiontree,LeafNode,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,33,1,false
com.example.expressiontree.ComponentNode,2,Class,com.example.expressiontree,ComponentNode,,FRAMEWORK,FALSE,FALSE,,FALSE,FALSE,com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.ComponentNode; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,public abstract ,,FRAMEWORK,PLUGIN,null,37,1,false
com.example.expressiontree.LeafNode.accept(Visitor visitor),4,Method,com.example.expressiontree,LeafNode,accept(Visitor visitor),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,accept(Visitor),FRAMEWORK,PLUGIN,null,3,1,false
com.example.expressiontree.ComponentNode.accept(Visitor visitor),4,Method,com.example.expressiontree,ComponentNode,accept(Visitor visitor),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.ComponentNode.accept(Visitor visitor) belongs to FRAMEWORK because it's the only feature in bounds.   com.example.expressiontree.ComponentNode.accept(Visitor visitor); BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,,accept(Visitor),FRAMEWORK,FRAMEWORK,null,9,1,false
com.example.expressiontree.LeafNode.item(),4,Method,com.example.expressiontree,LeafNode,item(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,item(),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.ComponentNode.item(),4,Method,com.example.expressiontree,ComponentNode,item(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,com.example.expressiontree.ComponentNode.item(); BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,public ,item(),FRAMEWORK,FRAMEWORK,null,5,1,false
com.example.expressiontree.LeafNode.item,3,Field,com.example.expressiontree,LeafNode,item,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.LeafNode.LeafNode(int item),5,Constructor,com.example.expressiontree,LeafNode,LeafNode(int item),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,LeafNode(int),FRAMEWORK,PLUGIN,null,3,1,false
com.example.expressiontree.LeafNode.LeafNode(String item),5,Constructor,com.example.expressiontree,LeafNode,LeafNode(String item),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,LeafNode(String),FRAMEWORK,PLUGIN,null,3,1,false
com.example.expressiontree.Visitor,2,Class,com.example.expressiontree,Visitor,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Visitor belongs to FRAMEWORK because it's the only feature in bounds.   com.example.expressiontree.Visitor; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,public ,,FRAMEWORK,FRAMEWORK,null,26,1,false
com.example.expressiontree.Visitor.visit(LeafNode node),4,Method,com.example.expressiontree,Visitor,visit(LeafNode node),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,visit(LeafNode),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.Options,2,Class,com.example.expressiontree,Options,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,68,2,false
com.example.expressiontree.Options.verbose,3,Field,com.example.expressiontree,Options,verbose,PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.verbose; BttF says it's a child of com.example.expressiontree.Options THEN it also is fprivate of PLUGIN   ,,private ,,PLUGIN,PLUGIN,null,2,2,false
com.example.expressiontree.Options.uniqueInstance,3,Field,com.example.expressiontree,Options,uniqueInstance,PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.uniqueInstance; BttF says it's a child of com.example.expressiontree.Options THEN it also is fprivate of PLUGIN   ,,private static ,,PLUGIN,PLUGIN,null,2,2,false
com.example.expressiontree.Options.instance(),4,Method,com.example.expressiontree,Options,instance(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.instance(); BttF says since it calls fprivate com.example.expressiontree.Options.uniqueInstance THEN it also belongs to PLUGIN   ,,public static ,instance(),PLUGIN,PLUGIN,null,7,2,false
com.example.expressiontree.Options.verbose(),4,Method,com.example.expressiontree,Options,verbose(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.verbose(); BttF says since it calls fprivate com.example.expressiontree.Options.verbose THEN it also belongs to PLUGIN   ,,public ,verbose(),PLUGIN,PLUGIN,null,4,2,false
com.example.expressiontree.Options.parseArgs(String argv[]),4,Method,com.example.expressiontree,Options,parseArgs(String argv[]),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.parseArgs(String argv[]); BttF says since it calls fprivate com.example.expressiontree.Options.verbose THEN it also belongs to PLUGIN   ,,public ,parseArgs(String[]),PLUGIN,PLUGIN,null,15,2,false
com.example.expressiontree.Options.printUsage(),4,Method,com.example.expressiontree,Options,printUsage(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.printUsage(); BttF says it's a child of com.example.expressiontree.Options THEN it also is fprivate of PLUGIN   ,,public ,printUsage(),PLUGIN,PLUGIN,null,19,2,false
com.example.expressiontree.Platform,2,Class,com.example.expressiontree,Platform,,FRAMEWORK,FALSE,TRUE,,FALSE,FALSE,com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a static method of a framework class references it com.example.expressiontree.Platform THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a static method of a framework class references it com.example.expressiontree.Platform THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Platform; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,public abstract ,,FRAMEWORK,FRAMEWORK,null,77,1,false
com.example.expressiontree.Platform.instance(),4,Method,com.example.expressiontree,Platform,instance(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Platform.instance() belongs to FRAMEWORK because it's the only feature in bounds.   ,,public static ,instance(),FRAMEWORK,FRAMEWORK,null,4,1,false
com.example.expressiontree.Platform.errorLog(String javaFile; String errorMessage),4,Method,com.example.expressiontree,Platform,errorLog(String javaFile; String errorMessage),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,errorLog(String; String),FRAMEWORK,PLUGIN,null,5,1,false
com.example.expressiontree.Options.Options(),5,Constructor,com.example.expressiontree,Options,Options(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.Options.Options(); BttF says it's a child of com.example.expressiontree.Options THEN it also is fprivate of PLUGIN   ,,private ,Options(),PLUGIN,PLUGIN,null,5,2,false
com.example.expressiontree.Number,2,Class,com.example.expressiontree,Number,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,,,FRAMEWORK,PLUGIN,null,0,1,false
com.example.expressiontree.Symbol,2,Class,com.example.expressiontree,Symbol,,FRAMEWORK,FALSE,TRUE,,FALSE,FALSE,com.example.expressiontree.Symbol belongs to FRAMEWORK because it's the only feature in bounds.   com.example.expressiontree.Symbol; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Symbol; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Symbol; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Symbol; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Symbol; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   com.example.expressiontree.Symbol; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,abstract ,,FRAMEWORK,FRAMEWORK,null,0,1,false
com.example.expressiontree.Number.addPrecedence(int accumulatedPrecedence),4,Method,com.example.expressiontree,Number,addPrecedence(int accumulatedPrecedence),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,addPrecedence(int),FRAMEWORK,PLUGIN,null,8,1,false
com.example.expressiontree.Symbol.addPrecedence(int accumulatedPrecedence),4,Method,com.example.expressiontree,Symbol,addPrecedence(int accumulatedPrecedence),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,addPrecedence(int),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.Number.build(),4,Method,com.example.expressiontree,Number,build(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,,build(),FRAMEWORK,PLUGIN,null,4,1,false
com.example.expressiontree.Symbol.build(),4,Method,com.example.expressiontree,Symbol,build(),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Symbol.build() belongs to FRAMEWORK because it's the only feature in bounds.   com.example.expressiontree.Symbol.build(); BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,abstract ,build(),FRAMEWORK,FRAMEWORK,null,2,1,false
com.example.expressiontree.Number.precedence(),4,Method,com.example.expressiontree,Number,precedence(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,precedence(),FRAMEWORK,PLUGIN,null,7,1,false
com.example.expressiontree.Symbol.precedence(),4,Method,com.example.expressiontree,Symbol,precedence(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,precedence(),FRAMEWORK,PLUGIN,null,7,1,false
com.example.expressiontree.Number.item,3,Field,com.example.expressiontree,Number,item,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.Number.Number(String input),5,Constructor,com.example.expressiontree,Number,Number(String input),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,Number(String),FRAMEWORK,PLUGIN,null,5,1,false
com.example.expressiontree.Interpreter,2,Class,com.example.expressiontree,Interpreter,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Interpreter belongs to FRAMEWORK because it's the only feature in bounds.   ,,public ,,FRAMEWORK,FRAMEWORK,null,438,1,false
com.example.expressiontree.Interpreter.numberPrecedence,3,Field,com.example.expressiontree,Interpreter,numberPrecedence,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,final static ,,FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.Number.Number(int input),5,Constructor,com.example.expressiontree,Number,Number(int input),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,Number(int),FRAMEWORK,PLUGIN,null,5,1,false
com.example.expressiontree.Symbol.precedence,3,Field,com.example.expressiontree,Symbol,precedence,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,com.example.expressiontree.Symbol.precedence; BttF says a method of a non-terminal class references it; this method cannot be hook;   THEN it also has to belong to FRAMEWORK   ,,protected ,,FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.CommandLinePlatform,2,Class,com.example.expressiontree,CommandLinePlatform,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,98,2,false
com.example.expressiontree.CommandLinePlatform.addString(String output),4,Method,com.example.expressiontree,CommandLinePlatform,addString(String output),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.addString(String output); BttF says since it calls fprivate com.example.expressiontree.CommandLinePlatform.output THEN it also belongs to PLUGIN   ,,public ,addString(String),PLUGIN,PLUGIN,null,8,2,false
com.example.expressiontree.Platform.addString(String Input),4,Method,com.example.expressiontree,Platform,addString(String Input),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,addString(String),FRAMEWORK,PLUGIN,null,6,1,false
com.example.expressiontree.CommandLinePlatform.disableAll(boolean verbose),4,Method,com.example.expressiontree,CommandLinePlatform,disableAll(boolean verbose),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.disableAll(boolean verbose); BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,public ,disableAll(boolean),PLUGIN,PLUGIN,null,4,2,false
com.example.expressiontree.Platform.disableAll(boolean verbose),4,Method,com.example.expressiontree,Platform,disableAll(boolean verbose),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,disableAll(boolean),FRAMEWORK,PLUGIN,null,6,1,false
com.example.expressiontree.CommandLinePlatform.enableOption(String option),4,Method,com.example.expressiontree,CommandLinePlatform,enableOption(String option),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.enableOption(String option); BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,public ,enableOption(String),PLUGIN,PLUGIN,null,6,2,false
com.example.expressiontree.Platform.enableOption(String option),4,Method,com.example.expressiontree,Platform,enableOption(String option),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,enableOption(String),FRAMEWORK,PLUGIN,null,5,1,false
com.example.expressiontree.CommandLinePlatform.errorLog(String javaFile; String errorMessage),4,Method,com.example.expressiontree,CommandLinePlatform,errorLog(String javaFile; String errorMessage),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.errorLog(String javaFile; String errorMessage); BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,public ,errorLog(String; String),PLUGIN,PLUGIN,null,7,2,false
com.example.expressiontree.CommandLinePlatform.isCommandLinePlatform(),4,Method,com.example.expressiontree,CommandLinePlatform,isCommandLinePlatform(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.isCommandLinePlatform(); BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,public ,isCommandLinePlatform(),PLUGIN,PLUGIN,null,4,2,false
com.example.expressiontree.Platform.isCommandLinePlatform(),4,Method,com.example.expressiontree,Platform,isCommandLinePlatform(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,isCommandLinePlatform(),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.CommandLinePlatform.outputLine(String line),4,Method,com.example.expressiontree,CommandLinePlatform,outputLine(String line),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.outputLine(String line); BttF says since it calls fprivate com.example.expressiontree.CommandLinePlatform.output THEN it also belongs to PLUGIN   ,,public ,outputLine(String),PLUGIN,PLUGIN,null,8,2,false
com.example.expressiontree.Platform.outputLine(String line),4,Method,com.example.expressiontree,Platform,outputLine(String line),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.Platform.outputLine(String line) belongs to FRAMEWORK because it's the only feature in bounds.   ,,public abstract ,outputLine(String),FRAMEWORK,FRAMEWORK,null,2,1,false
com.example.expressiontree.CommandLinePlatform.outputMenu(String numeral; String option; String selection),4,Method,com.example.expressiontree,CommandLinePlatform,outputMenu(String numeral; String option; String selection),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.outputMenu(String numeral; String option; String selection); BttF says since it calls fprivate com.example.expressiontree.CommandLinePlatform.output THEN it also belongs to PLUGIN   ,,public ,outputMenu(String; String; String),PLUGIN,PLUGIN,null,9,2,false
com.example.expressiontree.Platform.outputMenu(String numeral; String option; String selection),4,Method,com.example.expressiontree,Platform,outputMenu(String numeral; String option; String selection),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,outputMenu(String; String; String),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.CommandLinePlatform.outputString(String string),4,Method,com.example.expressiontree,CommandLinePlatform,outputString(String string),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.outputString(String string); BttF says since it calls fprivate com.example.expressiontree.CommandLinePlatform.output THEN it also belongs to PLUGIN   ,,public ,outputString(String),PLUGIN,PLUGIN,null,8,2,false
com.example.expressiontree.Platform.outputString(String input),4,Method,com.example.expressiontree,Platform,outputString(String input),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,outputString(String),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.CommandLinePlatform.platformName(),4,Method,com.example.expressiontree,CommandLinePlatform,platformName(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.platformName(); BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,public ,platformName(),PLUGIN,PLUGIN,null,4,2,false
com.example.expressiontree.Platform.platformName(),4,Method,com.example.expressiontree,Platform,platformName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,platformName(),FRAMEWORK,PLUGIN,null,5,1,false
com.example.expressiontree.CommandLinePlatform.retrieveInput(boolean verbose),4,Method,com.example.expressiontree,CommandLinePlatform,retrieveInput(boolean verbose),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.retrieveInput(boolean verbose); BttF says since it calls fprivate com.example.expressiontree.CommandLinePlatform.input THEN it also belongs to PLUGIN   ,,public ,retrieveInput(boolean),PLUGIN,PLUGIN,null,8,2,false
com.example.expressiontree.Platform.retrieveInput(boolean verbose),4,Method,com.example.expressiontree,Platform,retrieveInput(boolean verbose),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public abstract ,retrieveInput(boolean),FRAMEWORK,PLUGIN,null,2,1,false
com.example.expressiontree.CommandLinePlatform.input,3,Field,com.example.expressiontree,CommandLinePlatform,input,PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.input; BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,,,PLUGIN,PLUGIN,null,4,2,false
com.example.expressiontree.CommandLinePlatform.output,3,Field,com.example.expressiontree,CommandLinePlatform,output,PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.output; BttF says it's a child of com.example.expressiontree.CommandLinePlatform THEN it also is fprivate of PLUGIN   ,,,,PLUGIN,PLUGIN,null,2,2,false
com.example.expressiontree.CommandLinePlatform.CommandLinePlatform(Object input; Object output),5,Constructor,com.example.expressiontree,CommandLinePlatform,CommandLinePlatform(Object input; Object output),PLUGIN,FALSE,TRUE,,TRUE,FALSE,com.example.expressiontree.CommandLinePlatform.CommandLinePlatform(Object input; Object output); BttF says since it calls fprivate com.example.expressiontree.CommandLinePlatform.input THEN it also belongs to PLUGIN   ,,,CommandLinePlatform(Object; Object),PLUGIN,PLUGIN,null,5,2,false
com.example.expressiontree.InOrderInitializedState,2,Class,com.example.expressiontree,InOrderInitializedState,,PLUGIN,TRUE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,0,2,false
com.example.expressiontree.InOrderUninitializedState,2,Class,com.example.expressiontree,InOrderUninitializedState,,PLUGIN,TRUE,FALSE,,FALSE,FALSE,,,,,FRAMEWORK,PLUGIN,null,0,2,false
com.example.expressiontree.InOrderInitializedState.InOrderInitializedState(),5,Constructor,com.example.expressiontree,InOrderInitializedState,InOrderInitializedState(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.InOrderInitializedState.InOrderInitializedState(); BttF says it's a child of com.example.expressiontree.InOrderInitializedState THEN it also is fprivate of PLUGIN   ,,public ,InOrderInitializedState(),PLUGIN,PLUGIN,null,2,2,false
com.example.expressiontree.InOrderUninitializedState.InOrderUninitializedState(),5,Constructor,com.example.expressiontree,InOrderUninitializedState,InOrderUninitializedState(),PLUGIN,TRUE,TRUE,,TRUE,FALSE,com.example.expressiontree.InOrderUninitializedState.InOrderUninitializedState(); BttF says it's a child of com.example.expressiontree.InOrderUninitializedState THEN it also is fprivate of PLUGIN   ,,public ,InOrderUninitializedState(),PLUGIN,PLUGIN,null,8,2,false
